nome periodico,info periodico,link pdf,link xml
Boletim de Psicologia,Bol. psicol vol.61 no.135 São Paulo jul. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n135/v61n135a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000200010&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a11.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100011&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.133 São Paulo dez. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n133/v60n133a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000200010&lang=pt
Boletim de Psicologia,Bol. psicol v.59 n.130 São Paulo jun. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n130/v59n130a11.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000100011&lang=pt
Boletim de Psicologia,Bol. psicol vol.59 no.131 São Paulo dez. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n131/v59n131a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000200010&lang=pt
Boletim de Psicologia,Bol. psicol vol.59 no.131 São Paulo dez. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n131/v59n131a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000200009&lang=pt
Boletim de Psicologia,Bol. psicol vol.59 no.131 São Paulo dez. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n131/v59n131a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000200008&lang=pt
Boletim de Psicologia,Bol. psicol vol.59 no.131 São Paulo dez. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n131/v59n131a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000200007&lang=pt
Boletim de Psicologia,Bol. psicol vol.59 no.131 São Paulo dez. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n131/v59n131a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000200006&lang=pt
Boletim de Psicologia,Bol. psicol vol.59 no.131 São Paulo dez. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n131/v59n131a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000200005&lang=pt
Boletim de Psicologia,Bol. psicol vol.59 no.131 São Paulo dez. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n131/v59n131a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000200004&lang=pt
Boletim de Psicologia,Bol. psicol vol.59 no.131 São Paulo dez. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n131/v59n131a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000200003&lang=pt
Boletim de Psicologia,Bol. psicol vol.59 no.131 São Paulo dez. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n131/v59n131a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000200002&lang=pt
Boletim de Psicologia,Bol. psicol vol.59 no.131 São Paulo dez. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n131/v59n131a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000200001&lang=pt
Boletim de Psicologia,Bol. psicol v.59 n.130 São Paulo jun. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n130/v59n130a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000100010&lang=pt
Boletim de Psicologia,Bol. psicol v.59 n.130 São Paulo jun. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n130/v59n130a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000100008&lang=pt
Boletim de Psicologia,Bol. psicol v.59 n.130 São Paulo jun. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n130/v59n130a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000100007&lang=pt
Boletim de Psicologia,Bol. psicol v.59 n.130 São Paulo jun. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n130/v59n130a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000100006&lang=pt
Boletim de Psicologia,Bol. psicol v.59 n.130 São Paulo jun. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n130/v59n130a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000100005&lang=pt
Boletim de Psicologia,Bol. psicol v.59 n.130 São Paulo jun. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n130/v59n130a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000100004&lang=pt
Boletim de Psicologia,Bol. psicol v.59 n.130 São Paulo jun. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n130/v59n130a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000100003&lang=pt
Boletim de Psicologia,Bol. psicol v.59 n.130 São Paulo jun. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n130/v59n130a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000100002&lang=pt
Boletim de Psicologia,Bol. psicol v.59 n.130 São Paulo jun. 2009,http://pepsic.bvsalud.org/pdf/bolpsi/v59n130/v59n130a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432009000100001&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.133 São Paulo dez. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n133/v60n133a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000200009&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.133 São Paulo dez. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n133/v60n133a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000200008&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.133 São Paulo dez. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n133/v60n133a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000200007&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.133 São Paulo dez. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n133/v60n133a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000200006&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.133 São Paulo dez. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n133/v60n133a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000200005&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.133 São Paulo dez. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n133/v60n133a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000200004&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.133 São Paulo dez. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n133/v60n133a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000200003&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.133 São Paulo dez. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n133/v60n133a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000200002&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.133 São Paulo dez. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n133/v60n133a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000200001&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100010&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100009&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100008&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100007&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100006&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100005&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100004&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100003&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100002&lang=pt
Boletim de Psicologia,Bol. psicol vol.60 no.132 São Paulo jun. 2010,http://pepsic.bvsalud.org/pdf/bolpsi/v60n132/v60n132a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432010000100001&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.135 São Paulo jul. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n135/v61n135a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000200009&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.135 São Paulo jul. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n135/v61n135a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000200008&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.135 São Paulo jul. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n135/v61n135a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000200007&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.135 São Paulo jul. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n135/v61n135a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000200006&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.135 São Paulo jul. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n135/v61n135a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000200005&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.135 São Paulo jul. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n135/v61n135a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000200003&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.135 São Paulo jul. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n135/v61n135a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000200004&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.135 São Paulo jul. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n135/v61n135a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000200002&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.135 São Paulo jul. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n135/v61n135a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000200001&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a11.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100011&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100010&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100009&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100008&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100007&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100006&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100005&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100004&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100003&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100002&lang=pt
Boletim de Psicologia,Bol. psicol vol.61 no.134 São Paulo jun. 2011,http://pepsic.bvsalud.org/pdf/bolpsi/v61n134/v61n134a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432011000100001&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.137 São Paulo dez. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n137/v62n136a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000200009&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.137 São Paulo dez. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n137/v62n136a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000200008&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.137 São Paulo dez. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n137/v62n136a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000200007&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.137 São Paulo dez. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n137/v62n136a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000200006&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.137 São Paulo dez. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n137/v62n136a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000200005&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.137 São Paulo dez. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n137/v62n136a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000200004&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.137 São Paulo dez. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n137/v62n136a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000200003&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.137 São Paulo dez. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n137/v62n136a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000200002&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.137 São Paulo dez. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n137/v62n136a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000200001&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.136 São Paulo jun. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n136/v62n136a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000100010&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.136 São Paulo jun. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n136/v62n136a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000100009&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.136 São Paulo jun. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n136/v62n136a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000100008&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.136 São Paulo jun. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n136/v62n136a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000100007&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.136 São Paulo jun. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n136/v62n136a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000100006&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.136 São Paulo jun. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n136/v62n136a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000100005&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.136 São Paulo jun. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n136/v62n136a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000100004&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.136 São Paulo jun. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n136/v62n136a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000100003&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.136 São Paulo jun. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n136/v62n136a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000100002&lang=pt
Boletim de Psicologia,Bol. psicol vol.62 no.136 São Paulo jun. 2012,http://pepsic.bvsalud.org/pdf/bolpsi/v62n136/v62n136a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432012000100001&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.139 São Paulo dez. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n139/v63n139a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000200010&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.139 São Paulo dez. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n139/v63n139a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000200009&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.139 São Paulo dez. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n139/v63n139a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000200008&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.139 São Paulo dez. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n139/v63n139a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000200007&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.139 São Paulo dez. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n139/v63n139a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000200006&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.139 São Paulo dez. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n139/v63n139a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000200005&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.139 São Paulo dez. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n139/v63n139a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000200004&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.139 São Paulo dez. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n139/v63n139a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000200003&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.139 São Paulo dez. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n139/v63n139a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000200001&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.139 São Paulo dez. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n139/v63n139a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000200002&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.138 São Paulo jun. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n138/v63n138a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000100009&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.138 São Paulo jun. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n138/v63n138a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000100008&lang=pt
Boletim de Psicologia,Bol. psicol vol.63 no.138 São Paulo jun. 2013,http://pepsic.bvsalud.org/pdf/bolpsi/v63n138/v63n138a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0006-59432013000100007&lang=pt
